"","Entry","Name","Formula","Exact_Mass"
"461","C18765","Sodiumchlorate","O3Cl.Na","105.9434"
"462","C19184","Vinylbromide","C2H3Br","105.9418"
"463","C06614","trans-3-Chloroacrylicacid","C3H3ClO2","105.9822"
"464","C06615","cis-3-Chloroacrylicacid","C3H3ClO2","105.9822"
"465","C20609","2-Chloroacrylate;","C3H3ClO2","105.9822"
"466","C00193","Aromaticaldehyde","C7H6O","106.0419"
"467","C00258","D-Glycerate;","C3H6O4","106.0266"
"468","C00261","Benzaldehyde;","C7H6O","106.0419"
"469","C03173","S-Methylthioglycolate;","C3H6O2S","106.0089"
"470","C06756","p-Xylene;","C8H10","106.0783"
"471","C07111","Ethylbenzene;","C8H10","106.0783"
"472","C07208","m-Xylene;","C8H10","106.0783"
"473","C07212","o-Xylene;","C8H10","106.0783"
"474","C11214","Thiocarbohydrazide;","CH6N4S","106.0313"
"475","C14689","Diethyleneglycol;","C4H10O3","106.063"
"476","C19551","Xylene","C8H10","106.0783"
"477","C06710","Silver;","Ag","106.9051"
"478","C02299","N-Methylaniline;","C7H9N","107.0735"
"479","C02638","3-Fluoro-D-alanine;","C3H6FNO2","107.0383"
"480","C06876","Nitrosobenzene","C6H5NO","107.0371"
"481","C07327","3-Pyridinaldehyde;","C6H5NO","107.0371"
"482","C14403","ortho-Toluidine;","C7H9N","107.0735"
"483","C15562","Benzylamine;","C7H9N","107.0735"
"484","C16632","alpha-Fluoro-beta-alanine;","C3H6FNO2","107.0383"
"485","C17500","6-Iminocyclohexa-2,4-dienone;","C6H5NO","107.0371"
"486","C19175","Dimethylcarbamoylchloride","C3H6ClNO","107.0138"
"487","C12218","Fe(CN)2;","C2FeN2","107.9411"
"488","C19354","Bromoethane;","C2H5Br","107.9575"
"489","C00472","p-Benzoquinone;","C6H4O2","108.0211"
"490","C00556","Benzylalcohol;","C7H8O","108.0575"
"491","C01403","Anisole;","C7H8O","108.0575"
"492","C01467","3-Cresol;","C7H8O","108.0575"
"493","C01468","4-Cresol;","C7H8O","108.0575"
"494","C01542","o-Cresol;","C7H8O","108.0575"
"495","C02304","Phenylhydrazine;","C6H8N2","108.0687"
"496","C02351","o-Benzoquinone;","C6H4O2","108.0211"
"497","C02454","Phenylenediamine;","C6H8N2","108.0687"
"498","C03485","Aromaticprimaryalcohol;","C7H8O","108.0575"
"499","C14402","1,2-Diaminobenzene;","C6H8N2","108.0687"
"500","C17926","2-Pyridinemethanamine","C6H8N2","108.0687"
"501","C19310","4-Vinylcyclohexene;","C8H12","108.0939"
"502","C19499","para-Phenylenediamine;","C6H8N2","108.0687"
"503","C20608","(S)-2-Chloropropanoate;","C3H5ClO2","107.9978"
"504","C19395","Dichloroacetonitrile","C2HCl2N","108.9486"
"505","C00519","Hypotaurine;","C2H7NO2S","109.0197"
"506","C01987","2-Aminophenol;","C6H7NO","109.0528"
"507","C02372","4-Hydroxyaniline;","C6H7NO","109.0528"
"508","C02389","p-Benzosemiquinone;","C6H5O2","109.029"
"509","C02720","Hydroxylaminobenzene;","C6H7NO","109.0528"
"510","C05058","m-Aminophenol;","C6H7NO","109.0528"
"511","C05060","o-Benzosemiquinone;","C6H5O2","109.029"
"512","C10133","Brunfelsamidine","C5H7N3","109.064"
"513","C11335","N,N,N-Trimethylmethanaminiumchloride;","C4H12N.Cl","109.0658"
"514","C11520","Cyclohexylisocyanide;","C7H11N","109.0891"
"515","C08130","Calciumchlorideanhydrous","CaCl2","109.9003"
"516","C02535","Dimethylselenide","C2H6Se","109.9635"
"517","C06609","trans-1,3-Dichloropropene;","C3H4Cl2","109.969"
"518","C06610","cis-1,3-Dichloropropene","C3H4Cl2","109.969"
"519","C18627","1,3-Dichloropropene;","C3H4Cl2","109.969"
"520","C17943","Formylphosphonate;","CH3O4P","109.9769"
"521","C00090","Catechol;","C6H6O2","110.0368"
"522","C00530","Hydroquinone;","C6H6O2","110.0368"
"523","C01751","Resorcinol;","C6H6O2","110.0368"
"524","C01785","Benzenediol","C6H6O2","110.0368"
"525","C02560","N-Acetylimidazole;","C5H6N2O","110.048"
"526","C05130","Imidazole-4-acetaldehyde;","C5H6N2O","110.048"
"527","C11115","5-Methyl-2-furaldehyde;","C6H6O2","110.0368"
"528","C15571","Catechol","C6H6O2","110.0368"
"529","C18401","Fosetyl","C2H7O3P","110.0133"
"530","C18676","alpha-Chlorohydrin;","C3H7ClO2","110.0135"
"531","C19181","Methylmethanesulfonate;","C2H6O3S","110.0038"
"532","C19406","Dimethylhydrogenphosphite","C2H7O3P","110.0133"
"533","C00380","Cytosine","C4H5N3O","111.0433"
"534","C00388","Histamine;","C5H9N3","111.0796"
"535","C01059","2,5-Dihydroxypyridine","C5H5NO2","111.032"
"536","C02932","3,4-Dihydroxypyridine","C5H5NO2","111.032"
"537","C03056","2,6-Dihydroxypyridine","C5H5NO2","111.032"
"538","C03927","3-Hydroxy-4H-pyrid-4-one;","C5H5NO2","111.032"
"539","C05942","Pyrrole-2-carboxylate","C5H5NO2","111.032"
"540","C11010","2-Fluoroaniline;","C6H6FN","111.0484"
"541","C11013","3-Fluoroaniline;","C6H6FN","111.0484"
"542","C11014","4-Fluoroaniline;","C6H6FN","111.0484"
"543","C11033","1-Aminomethylphosphonicacid;","CH6NO3P","111.0085"
"544","C19521","Semicarbazidehydrochloride","CH5N3O.HCl","111.0199"
"545","C19548","N-Vinyl-2-pyrrolidone;","C6H9NO","111.0684"
"546","C14857","1,1-Dichloroethyleneepoxide;","C2H2Cl2O","111.9483"
"547","C14858","2,2-Dichloroacetaldehyde","C2H2Cl2O","111.9483"
"548","C14859","Chloroacetylchloride","C2H2Cl2O","111.9483"
"549","C02704","Monomethylsulfate;","CH4O4S","111.983"
"550","C19034","1,2-Dichloropropane","C3H6Cl2","111.9847"
"551","C06455","Hydroxymethylphosphonate;","CH5O4P","111.9925"
"552","C00106","Uracil","C4H4N2O2","112.0273"
"553","C01066","Cyclohexane-1,3-dione;","C6H8O2","112.0524"
"554","C01546","2-Furoate;","C5H4O3","112.016"
"555","C04091","cis-1,2-Dihydrobenzene-1,2-diol;","C6H8O2","112.0524"
"556","C04221","trans-1,2-Dihydrobenzene-1,2-diol","C6H8O2","112.0524"
"557","C06105","Cyclohexane-1,2-dione","C6H8O2","112.0524"
"558","C06990","Chlorobenzene;","C6H5Cl","112.008"
"559","C08063","1,4-Cyclohexanedione","C6H8O2","112.0524"
"560","C08502","Parasorbicacid","C6H8O2","112.0524"
"561","C16485","4-Fluorophenol","C6H5FO","112.0324"
"562","C18474","Maleichydrazide","C4H4N2O2","112.0273"
"563","C00320","Thiosulfate;","HS2O3","112.9367"
"564","C03629","O-Phosphorylhydroxylamine;","H2PO4NH2","112.9878"
"565","C00791","Creatinine;","C4H7N3O","113.0589"
"566","C03564","1-Pyrroline-2-carboxylate;","C5H7NO2","113.0477"
"567","C03912","(S)-1-Pyrroline-5-carboxylate;","C5H7NO2","113.0477"
"568","C04322","delta-1-Pyrroline-5-carboxylate;","C5H7NO2","113.0477"
"569","C06593","epsilon-Caprolactam","C6H11NO","113.0841"
"570","C07275","Glutarimide;","C5H7NO2","113.0477"
"571","C14414","2-Nitrofuran;","C4H3NO3","113.0113"
"572","C14531","Azomycin;","C3H3N3O2","113.0225"
"573","C19280","3-(N-Nitrosomethylamino)propionitrile;","C4H7N3O","113.0589"
"574","C01413","Cadmium","Cd","113.9034"
"575","C05529","Thiosulfuricacid","H2S2O3","113.9445"
"576","C19158","Bis(chloromethyl)ether;","C2H4Cl2O","113.9639"
"577","C20305","1,2-Dichloroethanol","C2H4Cl2O","113.9639"
"578","C00429","5,6-Dihydrouracil;","C4H6N2O2","114.0429"
"579","C00596","2-Hydroxy-2,4-pentadienoate;","C5H6O3","114.0317"
"580","C01147","2-Hydroxycyclohexan-1-one;","C6H10O2","114.0681"
"581","C01387","Octane;","C8H18","114.1409"
"582","C01880","epsilon-Caprolactone;","C6H10O2","114.0681"
"583","C02512","3-Cyano-L-alanine;","C4H6N2O2","114.0429"
"584","C02565","N-Methylhydantoin;","C4H6N2O2","114.0429"
"585","C02777","2,5-Dioxopiperazine;","C4H6N2O2","114.0429"
"586","C03228","3-Hydroxycyclohexanone","C6H10O2","114.0681"
"587","C03248","Acetylenedicarboxylate;","C4H2O4","113.9953"
"588","C07091","cis-Acetylacrylate","C5H6O3","114.0317"
"589","C07190","Thiamazole;","C4H6N2S","114.0252"
"590","C08311","Muscimol","C4H6N2O2","114.0429"
"591","C08370","Diallylsulfide;","C6H10S","114.0503"
"592","C08380","2-Heptanone;","C7H14O","114.1045"
"593","C14390","Heptanal;","C7H14O","114.1045"
"594","C18773","Ammoniumsulfamate","NH4SO3NH2","114.0099"
"595","C19284","N-Nitrosopiperidine","C5H10N2O","114.0793"
"596","C19781","L-Prolinamide;","C5H10N2O","114.0793"
"597","C11627","ortho-Vanadate;","VO4","114.9236"
"598","C00148","L-Proline;","C5H9NO2","115.0633"
"599","C00763","D-Proline","C5H9NO2","115.0633"
"600","C01596","Maleamate;","C4H5NO3","115.0269"
"601","C16435","Proline","C5H9NO2","115.0633"
"602","C18170","3-Acetamidopropanal","C5H9NO2","115.0633"
"603","C19550","Wollastonite","CaSiO3","115.9243"
"604","C00122","Fumarate;","C4H4O4","116.011"
"605","C00141","3-Methyl-2-oxobutanoicacid;","C5H8O3","116.0473"
"606","C00990","5-Aminopentanamide","C5H12N2O","116.095"
"607","C01384","Maleicacid;","C4H4O4","116.011"
"608","C01585","Hexanoicacid;","C6H12O2","116.0837"
"609","C02150","Formylpyruvate","C4H4O4","116.011"
"610","C02233","3-Oxopentanoicacid;","C5H8O3","116.0473"
"611","C02948","4-Hydroxyhexan-3-one;","C6H12O2","116.0837"
"612","C03273","5-Oxopentanoate;","C5H8O3","116.0473"
"613","C03739","trans-1,2-Cyclohexanediol;","C6H12O2","116.0837"
"614","C06255","2-Oxopentanoicacid;","C5H8O3","116.0473"
"615","C12293","Isoamylformate","C6H12O2","116.0837"
"616","C12304","Butylacetate;","C6H12O2","116.0837"
"617","C12313","cis-1,2-Cyclohexanediol;","C6H12O2","116.0837"
"618","C16622","N,N'-Diacetylhydrazine;","C4H8N2O2","116.0586"
"619","C19283","N-Nitrosomorpholine","C4H8N2O2","116.0586"
"620","C19484","3-(N-Nitrosomethylamino)propionaldehyde;","C4H8N2O2","116.0586"
"621","C00183","L-Valine;","C5H11NO2","117.079"
"622","C00431","5-Aminopentanoate;","C5H11NO2","117.079"
"623","C00441","L-Aspartate4-semialdehyde;","C4H7NO3","117.0426"
"624","C00463","Indole;","C8H7N","117.0578"
"625","C00581","Guanidinoacetate;","C3H7N3O2","117.0538"
"626","C00719","Betaine;","C5H11NO2","117.079"
"627","C01799","D-Norvaline;","C5H11NO2","117.079"
"628","C01826","L-Norvaline;","C5H11NO2","117.079"
"629","C02231","3-Nitroacrylate","C3H3NO4","117.0062"
"630","C03214","2-Amino-3-oxobutanoate;","C4H7NO3","117.0426"
"631","C03508","L-2-Amino-3-oxobutanoicacid;","C4H7NO3","117.0426"
"632","C03571","2-Amino-2-methylbutanoate","C5H11NO2","117.079"
"633","C06417","D-Valine;","C5H11NO2","117.079"
"634","C07457","Amylnitrite;","C5H11NO2","117.079"
"635","C15987","4-Methylaminobutyrate;","C5H11NO2","117.079"
"636","C16074","Phenylacetonitrile;","C8H7N","117.0578"
"637","C16436","Valine","C5H11NO2","117.079"
"638","C19178","N-Nitroso-N-ethylurea","C3H7N3O2","117.0538"
"639","C20250","(Z)-2-Methylperoxyaminoacrylate","C4H7NO3","117.0426"
"640","C13198","Potassiumbromide","KBr","117.882"
"641","C13827","Chloroform","CHCl3","117.9144"
"642","C19367","2-Chloro-1,1,1-trifluoroethane","C2H2ClF3","117.9797"
"643","C00830","Oxomalonate;","C3H2O5","117.9902"
"644","C00042","Succinate;","C4H6O4","118.0266"
"645","C02009","Benzimidazole","C7H6N2","118.0531"
"646","C02170","Methylmalonate;","C4H6O4","118.0266"
"647","C02224","2-Methylcholine","C6H16NO","118.1232"
"648","C02804","5-Hydroxypentanoate","C5H10O3","118.063"
"649","C03283","L-2,4-Diaminobutanoate;","C4H10N2O2","118.0742"
"650","C08291","3-Methylamino-L-alanine","C4H10N2O2","118.0742"
"651","C10899","Allophanicacidmethylester;","C3H6N2O3","118.0378"
"652","C10900","Methyloxalate","C4H6O4","118.0266"
"653","C11119","3-Nitrosothiazolidine;","C3H6N2OS","118.0201"
"654","C14395","alpha-Methylstyrene;","C9H10","118.0783"
"655","C14512","Benzofuran","C8H6O","118.0419"
"656","C19286","N-Nitrososarcosine","C3H6N2O3","118.0378"
"657","C19355","2-Butoxyethanol","C6H14O2","118.0994"
"658","C19549","Vinyltoluene","C9H10","118.0783"
"659","C20827","3-Hydroxyisovalerate;","C5H10O3","118.063"
"660","C00188","L-Threonine;","C4H9NO3","119.0582"
"661","C00263","L-Homoserine;","C4H9NO3","119.0582"
"662","C00820","D-Threonine;","C4H9NO3","119.0582"
"663","C00872","Aminomalonate;","C3H5NO4","119.0219"
"664","C02115","2-Methylserine","C4H9NO3","119.0582"
"665","C03071","3-aci-Nitropropanoate;","C3H5NO4","119.0219"
"666","C03537","S-Acetylthioethanolamine","C4H9NOS","119.0405"
"667","C03678","4-Amino-3-hydroxybutanoate;","C4H9NO3","119.0582"
"668","C05519","L-Allothreonine;","C4H9NO3","119.0582"
"669","C05669","beta-Nitropropanoate;","C3H5NO4","119.0219"
"670","C11108","(-)-erythro-(2R,3R)-Dihydroxybutylamide;","C4H9NO3","119.0582"
"671","C12317","D-Allothreonine;","C4H9NO3","119.0582"
"672","C00957","Mercaptopyruvate;","C3H4O3S","119.9881"
"673","C00601","Phenylacetaldehyde;","C8H8O","120.0575"
"674","C01784","Benzamidine;","C7H8N2","120.0687"
"675","C01796","D-Erythrose","C4H8O4","120.0423"
"676","C01871","1,4-Dithiane","C4H8S2","120.0067"
"677","C02022","D-Erythrulose;","C4H8O4","120.0423"
"678","C02045","L-Erythrulose;","C4H8O4","120.0423"
"679","C02083","Styreneoxide;","C8H8O","120.0575"
"680","C02287","Hydroxymalonate;","C3H4O5","120.0059"
"681","C05627","4-Hydroxystyrene;","C8H8O","120.0575"
"682","C06463","D-Threose;","C4H8O4","120.0423"
"683","C06758","p-Tolualdehyde;","C8H8O","120.0575"
"684","C07113","Acetophenone;","C8H8O","120.0575"
"685","C07209","3-Methylbenzaldehyde;","C8H8O","120.0575"
"686","C07214","2-Methylbenzaldehyde;","C8H8O","120.0575"
"687","C07345","Betainealdehydehydrate","C5H14NO2","120.1025"
"688","C08276","3-(Methylthio)propanoate;","C4H8O2S","120.0245"
"689","C08383","Methylallyldisulfide;","C4H8S2","120.0067"
"690","C14396","Cumene;","C9H12","120.0939"
"691","C14508","Mesitylene;","C9H12","120.0939"
"692","C14518","1,2,3-Trimethylbenzene;","C9H12","120.0939"
"693","C14522","3-Ethyltoluene;","C9H12","120.0939"
"694","C14533","1,2,4-Trimethylbenzene;","C9H12","120.0939"
"695","C14572","2-Ethyltoluene;","C9H12","120.0939"
"696","C15587","Purine;","C5H4N4","120.0436"
"697","C20782","(S)-2-Phenyloxirane;","C8H8O","120.0575"
"698","C00097","L-Cysteine;","C3H7NO2S","121.0197"
"699","C00736","Cysteine;","C3H7NO2S","121.0197"
"700","C00793","D-Cysteine;","C3H7NO2S","121.0197"
"701","C02455","1-Phenylethylamine;","C8H11N","121.0891"
"702","C02846","N,N-Dimethylaniline;","C8H11N","121.0891"
"703","C03392","Dimethylsulfonioacetate","C4H9O2S","121.0323"
"704","C05332","Phenethylamine;","C8H11N","121.0891"
"705","C07182","Tromethamine;","C4H11NO3","121.0739"
"706","C09815","Benzamide","C7H7NO","121.0528"
"707","C11003","2,4-Xylidine;","C8H11N","121.0891"
"708","C11004","2,6-Dimethylaniline;","C8H11N","121.0891"
"709","C14455","N-Ethylaniline;","C8H11N","121.0891"
"710","C18993","2,5-Xylidine;","C8H11N","121.0891"
"711","C14870","2-Bromoacetaldehyde","C2H3BrO","121.9367"
"712","C19692","Polysulfide;","H2Sn","121.9178"
"713","C20300","Dimethylarsinousacid","C2H7AsO","121.9713"
"714","C00153","Nicotinamide;","C6H6N2O","122.048"
"715","C00180","Benzoate;","C7H6O2","122.0368"
"716","C00503","Erythritol;","C4H10O4","122.0579"
"717","C00539","Aromaticacid;","C7H6O2","122.0368"
"718","C00633","4-Hydroxybenzaldehyde;","C7H6O2","122.0368"
"719","C01950","Picolinamide","C6H6N2O","122.048"
"720","C02421","Isonicotineamide;","C6H6N2O","122.048"
"721","C03067","3-Hydroxybenzaldehyde","C7H6O2","122.0368"
"722","C05823","3-Mercaptolactate;","C3H6O3S","122.0038"
"723","C05853","Phenylethylalcohol;","C8H10O","122.0732"
"724","C06202","Salicylaldehyde;","C7H6O2","122.0368"
"725","C06757","4-Methylbenzylalcohol;","C8H10O","122.0732"
"726","C07112","1-Phenylethanol;","C8H10O","122.0732"
"727","C07213","2-Methylbenzylalcohol","C8H10O","122.0732"
"728","C07216","3-Methylbenzylalcohol","C8H10O","122.0732"
"729","C11348","(S)-1-Phenylethanol;","C8H10O","122.0732"
"730","C13637","4-Ethylphenol;","C8H10O","122.0732"
"731","C14385","2-Ethylphenol;","C8H10O","122.0732"
"732","C14386","3-Ethylphenol","C8H10O","122.0732"
"733","C14401","2,4-Diaminotoluene","C7H10N2","122.0844"
"734","C14582","2,4-Dimethylphenol;","C8H10O","122.0732"
"735","C15474","Tropolone","C7H6O2","122.0368"
"736","C16200","Phenylboronicacid;","C6H7BO2","122.0539"
"737","C16884","D-Threitol","C4H10O4","122.0579"
"738","C18585","Chlormequat","C5H13ClN","122.0737"
"739","C19296","1,3-Propanesultone","C3H6O3S","122.0038"
"740","C19386","2,5-Diaminotoluene;","C7H10N2","122.0844"
"741","C06697","Arsenite;","AsO3","122.9063"
"742","C00253","Nicotinate;","C6H5NO2","123.032"
"743","C01956","Pyrazinamide;","C5H5N3O","123.0433"
"744","C02634","3-Chloro-D-alanine","C3H6ClNO2","123.0087"
"745","C02635","3-Chloro-L-alanine","C3H6ClNO2","123.0087"
"746","C03311","Thien-2-ylacetonitrile","C6H5NS","123.0143"
"747","C06813","Nitrobenzene;","C6H5NO2","123.032"
"748","C07446","Isonicotinicacid","C6H5NO2","123.032"
"749","C10164","Picolinicacid;","C6H5NO2","123.032"
"750","C19191","ortho-Anisidine;","C7H9NO","123.0684"
"751","C19326","para-Anisidine;","C7H9NO","123.0684"
"752","C07295","Methanearsonousacid;","CH5AsO2","123.9506"
"753","C00593","Sulfoacetaldehyde;","C2H4O4S","123.983"
"754","C19398","trans-1,4-Dichlorobutene;","C4H6Cl2","123.9847"
"755","C03167","Phosphonoacetaldehyde;","C2H5O4P","123.9925"
"756","C00727","Orcinol;","C7H8O2","124.0524"
"757","C01502","o-Methoxyphenol;","C7H8O2","124.0524"
"758","C02323","Salicylalcohol;","C7H8O2","124.0524"
"759","C02923","2,3-Dihydroxytoluene;","C7H8O2","124.0524"
"760","C02924","Dimercaprol;","C3H8OS2","124.0017"
"761","C03007","1-(1-Oxopropyl)-1H-imidazole;","C6H8N2O","124.0637"
"762","C03351","3-Hydroxybenzylalcohol;","C7H8O2","124.0524"
"763","C05827","Methylimidazoleacetaldehyde;","C6H8N2O","124.0637"
"764","C06730","4-Methylcatechol;","C7H8O2","124.0524"
"765","C07103","2-Hydroxy-1,4-benzoquinone;","C6H4O3","124.016"
"766","C15572","Guaiacol","C7H8O2","124.0524"
"767","C17467","p-Hydroxybenzylalcohol;","C7H8O2","124.0524"
"768","C19239","Ethylmethanesulfonate","C3H8O3S","124.0194"
"769","C19915","Pyrazinoicacid;","C5H4N2O2","124.0273"
"770","C20899","Furan-2,5-dicarbaldehyde;","C6H4O3","124.016"
"771","C18872","Trimethylselenonium","C3H9Se","124.9869"
"772","C00245","Taurine;","C2H7NO3S","125.0147"
"773","C02376","5-Methylcytosine","C5H7N3O","125.0589"
"774","C02441","N-Ethylmaleimide","C6H7NO2","125.0477"
"775","C02854","N-Furfurylformamide","C6H7NO2","125.0477"
"776","C03557","2-Aminoethylphosphonate;","C2H8NO3P","125.0242"
"777","C03782","D-(1-Aminoethyl)phosphonate;","C2H8NO3P","125.0242"
"778","C05127","N-Methylhistamine;","C6H11N3","125.0953"
"779","C10138","gamma-Coniceine","C8H15N","125.1204"
"780","C14602","3-Hydroxyaminophenol;","C6H7NO2","125.0477"
"781","C14604","Aminohydroquinone","C6H7NO2","125.0477"
"782","C16671","3,6-Dihydronicotinicacid","C6H7NO2","125.0477"
"783","C17928","2-Methylhistamine","C6H11N3","125.0953"
"784","C17929","4-Methylhistamine","C6H11N3","125.0953"
"785","C18351","4-Aminocatechol;","C6H7NO2","125.0477"
"786","C08372","Dimethyltrisulfide;","C2H6S3","125.9632"
"787","C02405","Formylphosphate","CH3O5P","125.9718"
"788","C06456","Phosphonoformate;","CH3O5P","125.9718"
"789","C00178","Thymine;","C5H6N2O2","126.0429"
"790","C01108","1,2,3-Trihydroxybenzene;","C6H6O3","126.0317"
"791","C02183","Phloroglucinol;","C6H6O3","126.0317"
"792","C02752","Triacetatelactone;","C6H6O3","126.0317"
"793","C02814","Benzene-1,2,4-triol;","C6H6O3","126.0317"
"794","C02835","Imidazole-4-acetate;","C5H6N2O2","126.0429"
"795","C04051","5-Amino-4-imidazolecarboxyamide","C4H6N4O","126.0542"
"796","C04592","Toluene-cis-dihydrodiol;","C7H10O2","126.0681"
"797","C05123","2-Hydroxyethanesulfonate;","C2H6O4S","125.9987"
"798","C06451","2-Hydroxyethylphosphonate;","C2H7O4P","126.0082"
"799","C07287","Sulcatone;","C8H14O","126.1045"
"800","C08737","Melamine;","C3H6N6","126.0654"
"801","C11101","5-Hydroxymethyl-2-furaldehyde;","C6H6O3","126.0317"
"802","C11918","Maltol","C6H6O3","126.0317"
"803","C12101","1-Cyclohexenecarboxylicacid;","C7H10O2","126.0681"
"804","C14451","4-Chlorotoluene","C7H7Cl","126.0236"
"805","C19167","Benzylchloride","C7H7Cl","126.0236"
"806","C19177","Dimethylsulfate","C2H6O4S","125.9987"
"807","C20718","4-Hydroxy-5-methyl-2-methylenefuran-3(2H)-one","C6H6O3","126.0317"
"808","C00708","Iodide;","I","126.9045"
"809","C00450","(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate;","C6H9NO2","127.0633"
"810","C03458","2,3,6-Trihydroxypyridine","C5H5NO3","127.0269"
"811","C04092","delta1-Piperideine-2-carboxylate;","C6H9NO2","127.0633"
"812","C05516","5-Amino-4-imidazolecarboxylate;","C4H5N3O2","127.0382"
"813","C06523","Coniine;","C8H17N","127.1361"
"814","C08268","L-Baikiain;","C6H9NO2","127.0633"
"815","C08292","alpha-(Methylenecyclopropyl)glycine","C6H9NO2","127.0633"
"816","C08303","Galegine","C6H13N3","127.1109"
"817","C08733","Ammeline;","C3H5N5O","127.0494"
"818","C10149","Guvacine","C6H9NO2","127.0633"
"819","C11519","N-Cyclohexylformamide","C7H13NO","127.0997"
"820","C13694","Isoguvacine","C6H9NO2","127.0633"
"821","C14450","4-Chloroaniline;","C6H6ClN","127.0189"
"822","C16621","1-Methyl-4-nitroimidazole","C4H5N3O2","127.0382"
"823","C19721","5-Hydroxypyrrole-2-carboxylate","C5H5NO3","127.0269"
"824","C14711","Nickelchloride;","NiCl2","127.8731"
"825","C02661","Bromochloromethane;","CH2BrCl","127.9028"
"826","C05590","Hydroiodicacid;","HI","127.9123"
"827","C05684","Selenite","SeO3","127.9013"
"828","C11149","Dichloroacetate","C2H2Cl2O2","127.9432"
"829","C17478","Calciumoxalate","C2O4.Ca","127.9423"
"830","C18902","Methylselenicacid;","CH4O2Se","127.9377"
"831","C20318","S-(1,2-Dichlorovinyl)thiol;","C2H2Cl2S","127.9254"
"832","C14399","1,3-Dichloro-2-propanol","C3H6Cl2O","127.9796"
"833","C00813","Barbiturate;","C4H4N2O3","128.0222"
"834","C00829","Naphthalene","C10H8","128.0626"
"835","C00906","5,6-Dihydrothymine;","C5H8N2O2","128.0586"
"836","C01125","Dihydro-4,4-dimethyl-2,3-furandione;","C6H8O3","128.0473"
